#{"t_start": 1781161091.3453863, "env_id": "HandManipulateBlockRotateZ-v1"}
r,l,t,is_success
-100.0,100,2446.161445,0.0
-100.0,100,2450.57358,0.0
-100.0,100,2455.028669,0.0
-100.0,100,2459.342583,0.0
-27.0,100,2463.672495,1.0
-100.0,100,2467.999584,0.0
-50.0,100,2472.363254,1.0
-100.0,100,2476.720215,0.0
-100.0,100,2481.046067,0.0
-100.0,100,2485.478958,0.0
-100.0,100,2489.891405,0.0
-100.0,100,2494.216508,0.0
-100.0,100,2498.38998,0.0
-83.0,100,2502.770127,1.0
-100.0,100,2506.541664,0.0
-100.0,100,2510.8821,0.0
-100.0,100,2515.25615,0.0
-100.0,100,2519.680545,0.0
-100.0,100,2524.006038,0.0
-100.0,100,2528.243447,0.0
-100.0,100,2532.613507,0.0
-100.0,100,2536.94752,0.0
-100.0,100,2541.271369,0.0
-100.0,100,2545.482168,0.0
-100.0,100,2549.772623,0.0
-68.0,100,2554.143591,0.0
-100.0,100,2558.58234,0.0
-84.0,100,2562.859604,1.0
-100.0,100,2567.159669,0.0
-100.0,100,2571.564553,0.0
-100.0,100,2576.043516,0.0
-19.0,100,2580.234529,1.0
-100.0,100,2584.448291,0.0
-100.0,100,2588.781425,0.0
-100.0,100,2593.161112,0.0
-76.0,100,2597.470103,1.0
-100.0,100,2601.967174,0.0
-100.0,100,2606.398891,0.0
-98.0,100,2610.741509,1.0
-100.0,100,2615.174853,0.0
-34.0,100,2619.621169,1.0
-92.0,100,2623.95153,0.0
-100.0,100,2628.321293,0.0
-100.0,100,2632.213073,0.0
-100.0,100,2636.521645,0.0
-100.0,100,2640.804992,0.0
-100.0,100,2645.146005,0.0
-100.0,100,2649.478316,0.0
-100.0,100,2653.910576,0.0
-100.0,100,2658.280688,0.0
-100.0,100,2662.71096,0.0
-100.0,100,2667.143947,0.0
-100.0,100,2671.586936,0.0
-100.0,100,2675.909453,0.0
-100.0,100,2680.196633,0.0
-100.0,100,2684.686516,0.0
-100.0,100,2689.055399,0.0
-100.0,100,2693.278985,0.0
-100.0,100,2697.678681,0.0
-100.0,100,2702.135137,0.0
-100.0,100,2706.500253,0.0
-100.0,100,2710.879301,0.0
-100.0,100,2715.211191,0.0
-100.0,100,2719.446854,0.0
-100.0,100,2723.766351,0.0
-100.0,100,2728.202013,0.0
-100.0,100,2732.615939,0.0
-100.0,100,2736.999573,0.0
-85.0,100,2741.378739,0.0
-100.0,100,2745.801984,0.0
-100.0,100,2750.238834,0.0
-100.0,100,2754.662403,0.0
-100.0,100,2758.503841,0.0
-100.0,100,2762.943839,0.0
-100.0,100,2767.278051,0.0
-100.0,100,2771.643323,0.0
-100.0,100,2776.077841,0.0
-44.0,100,2780.55227,0.0
-100.0,100,2784.918233,0.0
-100.0,100,2789.18363,0.0
-100.0,100,2793.645887,0.0
