#{"t_start": 1781144250.7573416, "env_id": "HandManipulateBlockRotateZ-v1"}
r,l,t,is_success
-100.0,100,552.630476,0.0
-100.0,100,553.284599,0.0
-100.0,100,553.939588,0.0
-100.0,100,554.579245,0.0
-100.0,100,555.210162,0.0
-100.0,100,555.884014,0.0
-100.0,100,556.54588,0.0
-100.0,100,557.177304,0.0
-100.0,100,557.827035,0.0
-100.0,100,558.452894,0.0
-100.0,100,559.111102,0.0
-100.0,100,559.751392,0.0
-100.0,100,560.403221,0.0
-100.0,100,561.015321,0.0
-100.0,100,561.658902,0.0
-100.0,100,562.310392,0.0
-100.0,100,562.957975,0.0
-100.0,100,563.596521,0.0
-100.0,100,564.230878,0.0
-100.0,100,564.891883,0.0
-100.0,100,565.542894,0.0
-100.0,100,566.209026,0.0
-100.0,100,566.880391,0.0
-100.0,100,567.549064,0.0
-100.0,100,568.197762,0.0
-100.0,100,568.814394,0.0
-100.0,100,569.453969,0.0
-100.0,100,570.113885,0.0
-73.0,100,570.774134,0.0
-100.0,100,571.446946,0.0
-100.0,100,572.089434,0.0
-100.0,100,572.728414,0.0
-100.0,100,573.385482,0.0
-100.0,100,574.030481,0.0
-18.0,100,574.71356,1.0
-93.0,100,576.652503,0.0
-100.0,100,577.304325,0.0
-100.0,100,577.973431,0.0
-100.0,100,578.629348,0.0
-100.0,100,579.294343,0.0
-100.0,100,579.924562,0.0
-100.0,100,580.577057,0.0
-100.0,100,581.24225,0.0
-100.0,100,581.904466,0.0
-70.0,100,582.58426,1.0
-100.0,100,583.238394,0.0
-100.0,100,583.890073,0.0
-100.0,100,584.53801,0.0
-100.0,100,585.188657,0.0
-100.0,100,585.835349,0.0
-100.0,100,586.483898,0.0
-100.0,100,587.140862,0.0
-100.0,100,587.797197,0.0
-100.0,100,588.4472,0.0
-100.0,100,589.087907,0.0
-100.0,100,589.72449,0.0
-24.0,100,590.354321,0.0
-100.0,100,591.011328,0.0
-100.0,100,591.669841,0.0
-100.0,100,592.326166,0.0
-100.0,100,592.970245,0.0
-100.0,100,593.619658,0.0
-100.0,100,594.225941,0.0
-100.0,100,594.847584,0.0
-45.0,100,595.490968,1.0
-100.0,100,596.146584,0.0
-100.0,100,596.7928,0.0
-100.0,100,597.427092,0.0
-100.0,100,598.073586,0.0
-100.0,100,598.730548,0.0
-100.0,100,599.380633,0.0
-100.0,100,600.030991,0.0
-100.0,100,600.694432,0.0
-100.0,100,601.35107,0.0
-97.0,100,602.011855,0.0
-100.0,100,602.629569,0.0
-100.0,100,603.265938,0.0
-100.0,100,603.927872,0.0
-100.0,100,604.582471,0.0
-100.0,100,605.23719,0.0
-100.0,100,605.923056,0.0
-100.0,100,606.596043,0.0
-7.0,100,607.249925,1.0
-100.0,100,607.891092,0.0
-100.0,100,608.549837,0.0
-100.0,100,609.163492,0.0
-100.0,100,609.794886,0.0
-100.0,100,610.449577,0.0
-100.0,100,611.105341,0.0
-100.0,100,611.769081,0.0
-100.0,100,612.417732,0.0
-100.0,100,613.064669,0.0
-100.0,100,613.718611,0.0
-100.0,100,614.36492,0.0
-100.0,100,615.0413,0.0
-100.0,100,615.68588,0.0
-100.0,100,616.33543,0.0
-100.0,100,616.989239,0.0
-100.0,100,617.736281,0.0
-100.0,100,618.494474,0.0
-100.0,100,619.204567,0.0
-100.0,100,619.87464,0.0
-100.0,100,620.523525,0.0
-100.0,100,621.175172,0.0
-100.0,100,621.829453,0.0
-100.0,100,622.488309,0.0
-100.0,100,623.135598,0.0
-100.0,100,623.814776,0.0
-100.0,100,624.471486,0.0
-100.0,100,625.109461,0.0
-100.0,100,625.75247,0.0
-100.0,100,626.424375,0.0
-100.0,100,627.088997,0.0
-100.0,100,627.761271,0.0
-100.0,100,628.447116,0.0
-100.0,100,629.090211,0.0
-100.0,100,629.723356,0.0
-100.0,100,630.386415,0.0
-100.0,100,631.035143,0.0
-100.0,100,631.672825,0.0
-100.0,100,632.331175,0.0
-100.0,100,632.938998,0.0
-100.0,100,633.614557,0.0
-100.0,100,634.245627,0.0
-100.0,100,634.905143,0.0
-100.0,100,635.562191,0.0
-100.0,100,636.343538,0.0
-100.0,100,637.006751,0.0
-100.0,100,637.623708,0.0
-100.0,100,638.285904,0.0
-100.0,100,638.935903,0.0
-100.0,100,639.570194,0.0
-100.0,100,640.21874,0.0
-100.0,100,640.857093,0.0
-100.0,100,641.511186,0.0
-100.0,100,643.472395,0.0
-100.0,100,644.128976,0.0
-100.0,100,644.796294,0.0
-100.0,100,645.461905,0.0
-100.0,100,646.113663,0.0
-100.0,100,646.773553,0.0
-100.0,100,647.411874,0.0
-100.0,100,648.017964,0.0
-100.0,100,648.666977,0.0
-15.0,100,649.32486,1.0
-10.0,100,649.950819,1.0
-100.0,100,650.603643,0.0
-100.0,100,651.254978,0.0
-99.0,100,651.912929,1.0
-100.0,100,652.563806,0.0
-100.0,100,653.231656,0.0
-100.0,100,653.885497,0.0
-100.0,100,654.528986,0.0
0.0,100,655.192827,1.0
-100.0,100,655.855902,0.0
-89.0,100,656.522641,0.0
-100.0,100,657.173,0.0
-4.0,100,657.804812,1.0
-100.0,100,658.46638,0.0
-100.0,100,659.127327,0.0
-6.0,100,659.775873,1.0
-100.0,100,660.423343,0.0
-96.0,100,661.058631,1.0
-100.0,100,661.687422,0.0
-100.0,100,662.299182,0.0
-100.0,100,662.922799,0.0
-100.0,100,663.575197,0.0
-100.0,100,664.228283,0.0
-100.0,100,664.876619,0.0
-100.0,100,665.51636,0.0
-100.0,100,666.142639,0.0
-100.0,100,666.809444,0.0
-100.0,100,667.461073,0.0
-100.0,100,668.117983,0.0
-100.0,100,668.783109,0.0
-100.0,100,669.439227,0.0
-10.0,100,670.106499,1.0
-100.0,100,670.769907,0.0
-100.0,100,671.419215,0.0
-100.0,100,672.072778,0.0
-100.0,100,672.72521,0.0
-100.0,100,673.369869,0.0
-25.0,100,674.019339,1.0
-100.0,100,674.671186,0.0
-20.0,100,675.338456,1.0
-100.0,100,675.990175,0.0
-100.0,100,676.642334,0.0
-7.0,100,677.295454,1.0
-100.0,100,677.971703,0.0
-100.0,100,678.616962,0.0
-100.0,100,679.275547,0.0
-100.0,100,679.921321,0.0
-100.0,100,680.573475,0.0
-100.0,100,681.215688,0.0
-46.0,100,681.871223,0.0
-100.0,100,682.533166,0.0
-100.0,100,683.177646,0.0
-100.0,100,683.829503,0.0
-100.0,100,684.486316,0.0
-100.0,100,685.125406,0.0
-100.0,100,685.769519,0.0
-100.0,100,686.405849,0.0
-100.0,100,687.045956,0.0
-100.0,100,687.70821,0.0
-100.0,100,688.355649,0.0
-100.0,100,689.010284,0.0
-100.0,100,689.657668,0.0
-100.0,100,690.305248,0.0
-100.0,100,690.953354,0.0
-100.0,100,691.606992,0.0
-100.0,100,692.24045,0.0
-100.0,100,692.884421,0.0
-71.0,100,693.545489,1.0
-100.0,100,694.177855,0.0
-100.0,100,694.836704,0.0
-100.0,100,695.494565,0.0
-100.0,100,696.151379,0.0
-100.0,100,696.803939,0.0
-100.0,100,697.480248,0.0
-100.0,100,698.136252,0.0
-100.0,100,698.791778,0.0
-100.0,100,699.432142,0.0
-100.0,100,700.107916,0.0
-100.0,100,700.760481,0.0
-100.0,100,701.408526,0.0
-100.0,100,702.055989,0.0
-100.0,100,702.694375,0.0
-100.0,100,703.34283,0.0
-7.0,100,703.988735,1.0
-100.0,100,704.620911,0.0
-100.0,100,705.275071,0.0
-57.0,100,705.932237,1.0
-100.0,100,706.566743,0.0
-100.0,100,707.211533,0.0
-100.0,100,707.865297,0.0
-20.0,100,709.933362,1.0
-100.0,100,710.567304,0.0
-36.0,100,711.229235,1.0
-2.0,100,711.878349,1.0
-100.0,100,712.533266,0.0
-100.0,100,713.187168,0.0
-100.0,100,713.85432,0.0
-100.0,100,714.507675,0.0
-100.0,100,715.241505,0.0
-100.0,100,715.891508,0.0
-100.0,100,716.539886,0.0
-100.0,100,717.182753,0.0
-100.0,100,717.837329,0.0
-100.0,100,718.536639,0.0
-50.0,100,719.215977,1.0
-100.0,100,719.872053,0.0
-100.0,100,720.581627,0.0
-100.0,100,721.246377,0.0
-100.0,100,721.884635,0.0
-100.0,100,722.534651,0.0
-100.0,100,723.171249,0.0
-100.0,100,723.826563,0.0
-100.0,100,724.479864,0.0
-100.0,100,725.111457,0.0
-100.0,100,725.751663,0.0
-92.0,100,726.390825,0.0
-23.0,100,727.054705,1.0
-100.0,100,727.717647,0.0
-100.0,100,728.403656,0.0
-100.0,100,729.146296,0.0
-100.0,100,729.821833,0.0
-100.0,100,730.45785,0.0
-100.0,100,731.11752,0.0
-100.0,100,731.769242,0.0
-100.0,100,732.410475,0.0
-100.0,100,733.162657,0.0
-100.0,100,733.847601,0.0
-100.0,100,734.512465,0.0
-100.0,100,735.18268,0.0
-100.0,100,735.846497,0.0
-100.0,100,736.530028,0.0
-100.0,100,737.203268,0.0
-100.0,100,737.846951,0.0
-100.0,100,738.504874,0.0
-100.0,100,739.150457,0.0
-24.0,100,739.804483,1.0
-100.0,100,740.444793,0.0
-100.0,100,741.094502,0.0
-100.0,100,741.748462,0.0
-100.0,100,742.401817,0.0
-100.0,100,743.065104,0.0
-100.0,100,743.737055,0.0
-100.0,100,744.458273,0.0
-100.0,100,745.189764,0.0
-100.0,100,745.843378,0.0
-100.0,100,746.684829,0.0
-100.0,100,747.339329,0.0
-100.0,100,747.979685,0.0
-100.0,100,748.626057,0.0
-100.0,100,749.257844,0.0
-100.0,100,749.916594,0.0
-100.0,100,750.612042,0.0
-100.0,100,751.315063,0.0
0.0,100,752.060382,1.0
-100.0,100,752.727881,0.0
-100.0,100,753.381309,0.0
-81.0,100,754.05605,0.0
-100.0,100,754.722358,0.0
-100.0,100,755.372206,0.0
-100.0,100,756.033932,0.0
-100.0,100,756.684408,0.0
-100.0,100,757.332068,0.0
-100.0,100,757.991337,0.0
-73.0,100,758.629448,0.0
-100.0,100,759.282131,0.0
-100.0,100,759.937786,0.0
-100.0,100,760.61992,0.0
-100.0,100,761.256064,0.0
-100.0,100,761.906256,0.0
-100.0,100,762.548025,0.0
-100.0,100,763.199879,0.0
-100.0,100,763.849499,0.0
-100.0,100,764.499405,0.0
-100.0,100,765.138604,0.0
-100.0,100,765.799323,0.0
-95.0,100,766.45513,1.0
-100.0,100,767.117692,0.0
-100.0,100,767.773731,0.0
-100.0,100,768.448431,0.0
-100.0,100,769.101027,0.0
-100.0,100,769.753684,0.0
-100.0,100,770.420269,0.0
-99.0,100,771.0691,0.0
-100.0,100,771.725332,0.0
-100.0,100,772.382781,0.0
-100.0,100,773.02536,0.0
-97.0,100,773.695557,0.0
-100.0,100,774.367129,0.0
-100.0,100,775.038931,0.0
-100.0,100,775.689869,0.0
-100.0,100,777.663507,0.0
-13.0,100,778.300024,1.0
-100.0,100,778.91278,0.0
-100.0,100,779.547137,0.0
-100.0,100,780.172619,0.0
-100.0,100,780.825869,0.0
-100.0,100,781.445057,0.0
-15.0,100,782.096874,1.0
-100.0,100,782.719048,0.0
-100.0,100,783.354764,0.0
-100.0,100,783.968776,0.0
-100.0,100,784.599753,0.0
-100.0,100,785.232111,0.0
-99.0,100,785.874909,0.0
-100.0,100,786.519059,0.0
-17.0,100,787.188236,1.0
-100.0,100,787.824298,0.0
-33.0,100,788.463506,1.0
-100.0,100,789.204427,0.0
-100.0,100,789.907865,0.0
-100.0,100,790.57601,0.0
-100.0,100,791.227341,0.0
-100.0,100,791.855599,0.0
-100.0,100,792.525359,0.0
-100.0,100,793.411023,0.0
-100.0,100,794.086928,0.0
-100.0,100,794.737833,0.0
-100.0,100,795.395554,0.0
-100.0,100,796.05559,0.0
-92.0,100,796.717111,1.0
-100.0,100,797.362542,0.0
-100.0,100,798.043988,0.0
-100.0,100,798.737688,0.0
-100.0,100,799.428312,0.0
-100.0,100,800.079489,0.0
-100.0,100,800.752733,0.0
-100.0,100,801.511758,0.0
-100.0,100,802.232088,0.0
-100.0,100,802.9118,0.0
-11.0,100,803.567627,1.0
-100.0,100,804.236925,0.0
-100.0,100,804.888222,0.0
-100.0,100,805.540716,0.0
-100.0,100,806.209094,0.0
-100.0,100,806.861239,0.0
-100.0,100,807.512687,0.0
-100.0,100,808.16077,0.0
-100.0,100,808.765192,0.0
-100.0,100,809.426659,0.0
-100.0,100,810.06835,0.0
-100.0,100,810.734991,0.0
-100.0,100,811.385793,0.0
-100.0,100,812.052611,0.0
-100.0,100,812.801344,0.0
-6.0,100,813.552304,1.0
-4.0,100,814.219829,1.0
-100.0,100,814.868556,0.0
-100.0,100,815.785518,0.0
-100.0,100,816.444949,0.0
-100.0,100,817.116856,0.0
-100.0,100,817.763879,0.0
-3.0,100,818.457833,1.0
-100.0,100,819.135916,0.0
-100.0,100,819.812981,0.0
-82.0,100,820.534481,1.0
-100.0,100,821.252108,0.0
-100.0,100,821.977554,0.0
-100.0,100,822.713874,0.0
-26.0,100,823.378449,1.0
-100.0,100,824.037373,0.0
-100.0,100,824.693495,0.0
-100.0,100,825.364472,0.0
-100.0,100,826.024636,0.0
-10.0,100,826.685554,1.0
-100.0,100,827.343691,0.0
-100.0,100,827.987836,0.0
-100.0,100,828.621498,0.0
-100.0,100,829.271711,0.0
-100.0,100,829.900005,0.0
-100.0,100,830.579496,0.0
-100.0,100,831.226755,0.0
-100.0,100,831.874416,0.0
-100.0,100,832.492534,0.0
-100.0,100,833.133075,0.0
-100.0,100,833.796262,0.0
-100.0,100,834.498821,0.0
-100.0,100,835.16287,0.0
-100.0,100,835.799543,0.0
-100.0,100,836.448119,0.0
-100.0,100,837.098295,0.0
-100.0,100,837.747328,0.0
-100.0,100,838.395467,0.0
-100.0,100,839.046345,0.0
-100.0,100,839.710038,0.0
-100.0,100,840.347498,0.0
-100.0,100,840.977492,0.0
-80.0,100,841.628855,0.0
-2.0,100,842.351585,1.0
-100.0,100,843.048925,0.0
-100.0,100,843.690269,0.0
-100.0,100,845.775254,0.0
-3.0,100,846.414643,1.0
-100.0,100,847.047469,0.0
-100.0,100,847.703483,0.0
-100.0,100,848.356929,0.0
-5.0,100,849.037829,1.0
-100.0,100,849.775829,0.0
-100.0,100,850.428987,0.0
-100.0,100,851.073616,0.0
-69.0,100,851.784419,1.0
-7.0,100,852.43433,1.0
-3.0,100,853.095524,1.0
-89.0,100,853.820835,1.0
-100.0,100,854.478284,0.0
-100.0,100,855.158004,0.0
-100.0,100,855.821124,0.0
-100.0,100,856.488829,0.0
-100.0,100,857.154556,0.0
-90.0,100,857.808375,0.0
-8.0,100,858.4698,1.0
-100.0,100,859.124614,0.0
-100.0,100,859.79939,0.0
-100.0,100,860.506511,0.0
-100.0,100,861.150048,0.0
-100.0,100,861.792717,0.0
-100.0,100,862.448371,0.0
-5.0,100,863.077482,1.0
-100.0,100,863.696604,0.0
-100.0,100,864.349682,0.0
-13.0,100,865.016438,1.0
-100.0,100,865.678247,0.0
-100.0,100,866.323968,0.0
-11.0,100,866.956008,1.0
-4.0,100,867.630417,1.0
-100.0,100,868.291152,0.0
-100.0,100,868.945404,0.0
-100.0,100,869.582772,0.0
-100.0,100,870.266315,0.0
-100.0,100,870.937531,0.0
-100.0,100,871.579393,0.0
-5.0,100,872.200786,0.0
-76.0,100,872.910753,1.0
-100.0,100,873.560205,0.0
-100.0,100,874.194936,0.0
-100.0,100,874.849801,0.0
-59.0,100,875.485877,0.0
-100.0,100,876.135247,0.0
-100.0,100,876.850447,0.0
-100.0,100,877.489756,0.0
-100.0,100,878.150663,0.0
-100.0,100,878.815497,0.0
-4.0,100,879.468342,1.0
-100.0,100,880.11828,0.0
-100.0,100,880.784997,0.0
-100.0,100,881.443827,0.0
-97.0,100,882.111234,0.0
-100.0,100,882.778548,0.0
-100.0,100,883.428402,0.0
-29.0,100,884.106478,1.0
-100.0,100,884.763695,0.0
-100.0,100,885.423912,0.0
-100.0,100,886.066989,0.0
-100.0,100,886.730216,0.0
-100.0,100,887.374575,0.0
-100.0,100,888.03049,0.0
-14.0,100,888.710505,1.0
-100.0,100,889.361608,0.0
-100.0,100,890.018353,0.0
-50.0,100,890.67485,1.0
-100.0,100,891.350142,0.0
-1.0,100,892.005758,1.0
-100.0,100,892.66431,0.0
-20.0,100,893.322978,1.0
-100.0,100,893.993473,0.0
-100.0,100,894.640445,0.0
-100.0,100,895.281069,0.0
-100.0,100,895.929156,0.0
-100.0,100,896.559005,0.0
-100.0,100,897.210888,0.0
-100.0,100,897.875975,0.0
-100.0,100,898.54873,0.0
-100.0,100,899.216089,0.0
-100.0,100,899.857329,0.0
-100.0,100,900.499677,0.0
-100.0,100,901.166245,0.0
-100.0,100,901.805855,0.0
-100.0,100,902.46552,0.0
-100.0,100,903.125602,0.0
-100.0,100,903.786818,0.0
-100.0,100,904.432685,0.0
-100.0,100,905.096794,0.0
-100.0,100,905.752753,0.0
-100.0,100,906.40652,0.0
-100.0,100,907.065578,0.0
-75.0,100,907.730063,0.0
-100.0,100,908.387869,0.0
-10.0,100,909.066996,1.0
-19.0,100,909.7186,1.0
-100.0,100,910.403356,0.0
-100.0,100,911.079637,0.0
-100.0,100,913.1916,0.0
-100.0,100,913.836369,0.0
-100.0,100,914.490692,0.0
-21.0,100,915.155072,1.0
-100.0,100,915.816881,0.0
-100.0,100,916.445605,0.0
-100.0,100,917.097315,0.0
-100.0,100,917.776886,0.0
-45.0,100,918.443491,1.0
-100.0,100,919.081086,0.0
-54.0,100,919.749833,1.0
-5.0,100,920.432606,0.0
-100.0,100,921.098709,0.0
-100.0,100,921.756459,0.0
-100.0,100,922.41067,0.0
-100.0,100,923.068696,0.0
-100.0,100,923.728266,0.0
-100.0,100,924.371969,0.0
-100.0,100,925.02821,0.0
-100.0,100,925.681901,0.0
-100.0,100,926.337591,0.0
-100.0,100,926.956182,0.0
-100.0,100,927.606261,0.0
-100.0,100,928.252743,0.0
-100.0,100,928.903548,0.0
-100.0,100,929.558557,0.0
-49.0,100,930.217313,0.0
-100.0,100,930.840321,0.0
-100.0,100,931.483783,0.0
-100.0,100,932.127364,0.0
-100.0,100,932.785321,0.0
-69.0,100,933.435052,0.0
-100.0,100,934.075904,0.0
-100.0,100,934.743052,0.0
-100.0,100,935.385954,0.0
-100.0,100,936.036596,0.0
-100.0,100,936.701669,0.0
-100.0,100,937.356423,0.0
-100.0,100,938.008198,0.0
-100.0,100,938.676236,0.0
-100.0,100,939.329484,0.0
-100.0,100,939.99469,0.0
-100.0,100,940.650019,0.0
-100.0,100,941.314049,0.0
-100.0,100,941.989823,0.0
-100.0,100,942.640014,0.0
-100.0,100,943.303629,0.0
-100.0,100,943.980421,0.0
-100.0,100,944.638832,0.0
-100.0,100,945.295108,0.0
-100.0,100,945.943951,0.0
-100.0,100,946.597328,0.0
-100.0,100,947.262772,0.0
-100.0,100,947.90413,0.0
-70.0,100,948.566691,0.0
-100.0,100,949.228616,0.0
-100.0,100,949.889498,0.0
-100.0,100,950.544358,0.0
-100.0,100,951.223656,0.0
-100.0,100,951.883473,0.0
-100.0,100,952.536808,0.0
-3.0,100,953.220352,1.0
-100.0,100,953.874388,0.0
-100.0,100,954.553556,0.0
-100.0,100,955.210394,0.0
-76.0,100,955.87715,0.0
-100.0,100,956.531431,0.0
-100.0,100,957.183935,0.0
-100.0,100,957.856041,0.0
-46.0,100,958.506588,0.0
-100.0,100,959.199434,0.0
-100.0,100,959.830506,0.0
-100.0,100,960.448452,0.0
-100.0,100,961.090564,0.0
-100.0,100,961.750652,0.0
-100.0,100,962.412841,0.0
-100.0,100,963.073929,0.0
-100.0,100,963.738222,0.0
-100.0,100,964.381015,0.0
-100.0,100,965.024549,0.0
-100.0,100,965.683882,0.0
-100.0,100,966.342106,0.0
-100.0,100,967.009734,0.0
-100.0,100,967.633213,0.0
-100.0,100,968.29185,0.0
-100.0,100,968.947858,0.0
-100.0,100,969.598882,0.0
-100.0,100,970.245335,0.0
-100.0,100,970.926944,0.0
-100.0,100,971.584143,0.0
-100.0,100,972.228745,0.0
-100.0,100,972.893186,0.0
-8.0,100,973.575475,1.0
-100.0,100,974.243947,0.0
-100.0,100,974.89086,0.0
-100.0,100,975.549366,0.0
-100.0,100,976.204495,0.0
-100.0,100,976.857385,0.0
-100.0,100,977.51356,0.0
-100.0,100,978.170369,0.0
-100.0,100,980.1513,0.0
-100.0,100,980.80732,0.0
-100.0,100,981.471439,0.0
-100.0,100,982.12659,0.0
-100.0,100,982.78525,0.0
-100.0,100,983.436946,0.0
-100.0,100,984.096376,0.0
-100.0,100,984.75075,0.0
-100.0,100,985.407417,0.0
-100.0,100,986.076786,0.0
-76.0,100,986.741451,1.0
-100.0,100,987.395803,0.0
-100.0,100,988.057572,0.0
-100.0,100,988.712438,0.0
-100.0,100,989.379179,0.0
-100.0,100,990.037474,0.0
-95.0,100,990.702592,0.0
-100.0,100,991.367919,0.0
-100.0,100,992.016219,0.0
-100.0,100,992.650319,0.0
-100.0,100,993.298352,0.0
-94.0,100,993.96315,0.0
-100.0,100,994.612049,0.0
-100.0,100,995.274013,0.0
-100.0,100,995.92994,0.0
-100.0,100,996.595662,0.0
-100.0,100,997.252981,0.0
-100.0,100,997.915994,0.0
-100.0,100,998.563333,0.0
-100.0,100,999.217012,0.0
-100.0,100,999.859484,0.0
-100.0,100,1000.518682,0.0
-100.0,100,1001.168668,0.0
-100.0,100,1001.829663,0.0
0.0,100,1002.497115,1.0
-96.0,100,1003.148727,0.0
-100.0,100,1003.806379,0.0
-13.0,100,1004.460827,1.0
-100.0,100,1005.115966,0.0
-100.0,100,1005.768586,0.0
-100.0,100,1006.444829,0.0
-100.0,100,1007.099396,0.0
-41.0,100,1007.766546,1.0
-4.0,100,1008.414927,1.0
-100.0,100,1009.073705,0.0
-100.0,100,1009.725344,0.0
-100.0,100,1010.38341,0.0
-100.0,100,1011.063277,0.0
-100.0,100,1011.727076,0.0
-100.0,100,1012.392152,0.0
-24.0,100,1013.055787,0.0
-100.0,100,1013.710559,0.0
-100.0,100,1014.355843,0.0
-100.0,100,1014.999035,0.0
-100.0,100,1015.657116,0.0
-45.0,100,1016.321379,1.0
-44.0,100,1016.984637,1.0
-100.0,100,1017.649545,0.0
-100.0,100,1018.299751,0.0
-100.0,100,1018.965805,0.0
-100.0,100,1019.623132,0.0
-100.0,100,1020.288884,0.0
-100.0,100,1020.974387,0.0
-100.0,100,1021.630118,0.0
-100.0,100,1022.27202,0.0
-6.0,100,1022.890889,1.0
-21.0,100,1023.576576,1.0
-74.0,100,1024.237679,1.0
-100.0,100,1024.891859,0.0
-100.0,100,1025.572896,0.0
-73.0,100,1026.240943,1.0
-100.0,100,1026.899643,0.0
-100.0,100,1027.558889,0.0
-100.0,100,1028.211854,0.0
-100.0,100,1028.870717,0.0
-100.0,100,1029.526508,0.0
-100.0,100,1030.190952,0.0
-100.0,100,1030.850602,0.0
-100.0,100,1031.492819,0.0
-100.0,100,1032.143337,0.0
-100.0,100,1032.809273,0.0
-100.0,100,1033.46514,0.0
-100.0,100,1034.119086,0.0
-4.0,100,1034.788059,1.0
-100.0,100,1035.434696,0.0
-100.0,100,1036.096793,0.0
-100.0,100,1036.754161,0.0
-100.0,100,1037.406662,0.0
-100.0,100,1038.060408,0.0
-17.0,100,1038.720513,1.0
-14.0,100,1039.368127,1.0
-99.0,100,1040.010901,0.0
-100.0,100,1040.663693,0.0
-100.0,100,1041.325367,0.0
-91.0,100,1041.982494,0.0
-100.0,100,1042.641035,0.0
-100.0,100,1043.300733,0.0
-100.0,100,1043.966726,0.0
-100.0,100,1044.628299,0.0
-100.0,100,1045.292201,0.0
-100.0,100,1047.34228,0.0
-67.0,100,1048.008889,0.0
-100.0,100,1048.639855,0.0
-100.0,100,1049.248747,0.0
-100.0,100,1049.86431,0.0
-100.0,100,1050.476903,0.0
-32.0,100,1051.139055,1.0
-100.0,100,1051.813381,0.0
-64.0,100,1052.461773,1.0
-100.0,100,1053.068008,0.0
-21.0,100,1053.719242,1.0
-100.0,100,1054.365801,0.0
-100.0,100,1055.019274,0.0
-100.0,100,1055.652498,0.0
-100.0,100,1056.308536,0.0
-100.0,100,1056.96627,0.0
-100.0,100,1057.611037,0.0
-100.0,100,1058.254962,0.0
-100.0,100,1058.919494,0.0
-100.0,100,1059.571822,0.0
-100.0,100,1060.245208,0.0
-100.0,100,1060.916222,0.0
-100.0,100,1061.573533,0.0
-100.0,100,1062.237826,0.0
-100.0,100,1062.885897,0.0
-3.0,100,1063.555979,1.0
-100.0,100,1064.203681,0.0
-100.0,100,1064.865707,0.0
-9.0,100,1065.526238,1.0
-12.0,100,1066.197178,1.0
-100.0,100,1066.845319,0.0
-100.0,100,1067.484608,0.0
-100.0,100,1068.150636,0.0
-100.0,100,1068.833682,0.0
-100.0,100,1069.496656,0.0
-100.0,100,1070.149648,0.0
-100.0,100,1070.806788,0.0
-11.0,100,1071.456017,1.0
-100.0,100,1072.117645,0.0
-100.0,100,1072.767654,0.0
-100.0,100,1073.426005,0.0
-8.0,100,1074.086443,1.0
-100.0,100,1074.748842,0.0
-100.0,100,1075.415919,0.0
-100.0,100,1076.070743,0.0
-7.0,100,1076.684154,1.0
-100.0,100,1077.357073,0.0
-100.0,100,1077.994393,0.0
-100.0,100,1078.63999,0.0
-14.0,100,1079.304349,1.0
-100.0,100,1079.953765,0.0
-100.0,100,1080.61579,0.0
-100.0,100,1081.266773,0.0
-100.0,100,1081.929967,0.0
-100.0,100,1082.587272,0.0
-100.0,100,1083.246892,0.0
-100.0,100,1083.900432,0.0
-100.0,100,1084.540258,0.0
-100.0,100,1085.152267,0.0
-100.0,100,1085.819493,0.0
-100.0,100,1086.434124,0.0
-3.0,100,1087.091444,1.0
-100.0,100,1087.737884,0.0
-100.0,100,1088.388642,0.0
-100.0,100,1089.023591,0.0
-100.0,100,1089.654187,0.0
-99.0,100,1090.301949,1.0
-27.0,100,1090.960182,1.0
-100.0,100,1091.627618,0.0
-100.0,100,1092.275811,0.0
-100.0,100,1092.935713,0.0
-100.0,100,1093.575711,0.0
-5.0,100,1094.232621,1.0
-11.0,100,1094.878746,1.0
-100.0,100,1095.535135,0.0
-4.0,100,1096.182624,1.0
-100.0,100,1096.849162,0.0
-100.0,100,1097.516363,0.0
-100.0,100,1098.171257,0.0
-63.0,100,1098.819517,1.0
-100.0,100,1099.481036,0.0
-100.0,100,1100.138145,0.0
-100.0,100,1100.794139,0.0
-100.0,100,1101.460761,0.0
-100.0,100,1102.111424,0.0
-100.0,100,1102.783303,0.0
-100.0,100,1103.434901,0.0
-100.0,100,1104.08045,0.0
-100.0,100,1104.736155,0.0
-21.0,100,1105.399681,0.0
-100.0,100,1106.057665,0.0
-100.0,100,1106.71375,0.0
-100.0,100,1107.369856,0.0
-100.0,100,1108.029755,0.0
-9.0,100,1108.682483,1.0
-97.0,100,1109.347683,0.0
-100.0,100,1109.99659,0.0
-100.0,100,1110.649736,0.0
-100.0,100,1111.29932,0.0
-100.0,100,1111.957206,0.0
-100.0,100,1113.912115,0.0
-100.0,100,1114.57291,0.0
-100.0,100,1115.238694,0.0
-100.0,100,1115.875631,0.0
-100.0,100,1116.516158,0.0
-100.0,100,1117.172906,0.0
-100.0,100,1117.83785,0.0
-100.0,100,1118.486155,0.0
-100.0,100,1119.155072,0.0
-100.0,100,1119.807971,0.0
-100.0,100,1120.474301,0.0
-100.0,100,1121.130741,0.0
-100.0,100,1121.794223,0.0
-100.0,100,1122.449388,0.0
-100.0,100,1123.116342,0.0
-100.0,100,1123.781604,0.0
-100.0,100,1124.438937,0.0
-100.0,100,1125.112679,0.0
-7.0,100,1125.773186,1.0
-100.0,100,1126.436714,0.0
-100.0,100,1127.088236,0.0
-100.0,100,1127.748396,0.0
-100.0,100,1128.411212,0.0
-43.0,100,1129.081896,1.0
